FireIncidentAddress,FireIncidentAlarmDateTime,FireIncidentApparatusApparatus,FireIncidentApparatusClearTime,FireIncidentApparatusDispatchTime,FireIncidentApparatusEnrouteTime,FireIncidentArrivalDateTime,FireIncidentIncidentType,FireIncidentShift,FireIncidentStation,
809 6 AVE N,09/13/2017 07:22:24,801,09/13/2017 07:39:29,09/13/2017 07:25:58,09/13/2017 07:26:57,09/13/2017 07:29:37,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
7150 25 ST S,09/13/2017 08:45:31,807,09/13/2017 08:48:06,09/13/2017 08:46:36,09/13/2017 08:47:00,09/13/2017 08:48:35,"EMS call, excluding vehicle acci",A Shift,Fargo Station 8,
7150 25 ST S,09/13/2017 08:45:31,802,09/13/2017 09:01:45,09/13/2017 08:48:06,09/13/2017 08:48:34,09/13/2017 08:48:35,"EMS call, excluding vehicle acci",A Shift,Fargo Station 8,
221 11 AVE N,09/13/2017 10:01:52,803,09/13/2017 10:12:09,09/13/2017 10:03:57,09/13/2017 10:05:08,09/13/2017 10:08:21,Carbon monoxide detector activat,A Shift,Fargo Station 1,
4255 23 AVE S,09/13/2017 10:08:58,BATT2,09/13/2017 10:18:52,09/13/2017 10:10:21,09/13/2017 10:11:36,09/13/2017 10:15:16,Gas leak (natural gas or LPG),A Shift,Fargo Station 7,
4255 23 AVE S,09/13/2017 10:08:58,TRUCK1,09/13/2017 10:18:36,09/13/2017 10:10:21,09/13/2017 10:11:06,09/13/2017 10:15:16,Gas leak (natural gas or LPG),A Shift,Fargo Station 7,
4255 23 AVE S,09/13/2017 10:08:58,807,09/13/2017 10:45:14,09/13/2017 10:10:21,09/13/2017 10:10:45,09/13/2017 10:15:16,Gas leak (natural gas or LPG),A Shift,Fargo Station 7,
4255 23 AVE S,09/13/2017 10:08:58,806,09/13/2017 10:18:51,09/13/2017 10:10:21,09/13/2017 10:11:50,09/13/2017 10:15:16,Gas leak (natural gas or LPG),A Shift,Fargo Station 7,
4255 23 AVE S,09/13/2017 10:08:58,805,09/13/2017 10:18:31,09/13/2017 10:10:21,09/13/2017 10:11:59,09/13/2017 10:15:16,Gas leak (natural gas or LPG),A Shift,Fargo Station 7,
4255 23 AVE S,09/13/2017 10:08:58,801,09/13/2017 10:18:31,09/13/2017 10:10:21,09/13/2017 10:10:41,09/13/2017 10:15:16,Gas leak (natural gas or LPG),A Shift,Fargo Station 7,
201 5 ST N,09/13/2017 10:48:31,BATT1,09/13/2017 10:58:30,09/13/2017 10:49:51,09/13/2017 10:51:53,09/13/2017 10:55:39,"Central station, malicious false",A Shift,Fargo Station 1,
201 5 ST N,09/13/2017 10:48:31,TRUCK1,09/13/2017 10:58:26,09/13/2017 10:49:51,09/13/2017 10:50:30,09/13/2017 10:55:39,"Central station, malicious false",A Shift,Fargo Station 1,
201 5 ST N,09/13/2017 10:48:31,806,09/13/2017 10:58:43,09/13/2017 10:49:51,09/13/2017 10:51:51,09/13/2017 10:55:39,"Central station, malicious false",A Shift,Fargo Station 1,
201 5 ST N,09/13/2017 10:48:31,805,09/13/2017 10:59:42,09/13/2017 10:49:51,09/13/2017 10:50:51,09/13/2017 10:55:39,"Central station, malicious false",A Shift,Fargo Station 1,
201 5 ST N,09/13/2017 10:48:31,803,09/13/2017 10:59:04,09/13/2017 10:49:51,09/13/2017 10:50:47,09/13/2017 10:55:39,"Central station, malicious false",A Shift,Fargo Station 1,
201 5 ST N,09/13/2017 10:48:31,801,09/13/2017 11:04:54,09/13/2017 10:49:51,09/13/2017 10:50:40,09/13/2017 10:55:39,"Central station, malicious false",A Shift,Fargo Station 1,
 15 AVE S /  UNIVERSITY DR S,09/13/2017 10:56:17,BATT2,09/13/2017 10:59:07,09/13/2017 10:57:26,,09/13/2017 11:05:44,"Vehicle accident, general cleanu",A Shift,Fargo Station 1,
 15 AVE S /  UNIVERSITY DR S,09/13/2017 10:56:17,TRUCK1,09/13/2017 11:00:13,09/13/2017 10:58:33,09/13/2017 10:58:40,09/13/2017 11:05:44,"Vehicle accident, general cleanu",A Shift,Fargo Station 1,
 15 AVE S /  UNIVERSITY DR S,09/13/2017 10:56:17,807,09/13/2017 10:58:59,09/13/2017 10:57:26,09/13/2017 10:58:17,09/13/2017 11:05:44,"Vehicle accident, general cleanu",A Shift,Fargo Station 1,
 15 AVE S /  UNIVERSITY DR S,09/13/2017 10:56:17,802,09/13/2017 11:13:44,09/13/2017 10:57:26,09/13/2017 10:58:23,09/13/2017 11:05:44,"Vehicle accident, general cleanu",A Shift,Fargo Station 1,
937 44 ST S,09/13/2017 10:56:21,805,09/13/2017 11:08:45,09/13/2017 11:00:16,09/13/2017 11:00:37,09/13/2017 11:05:45,EMS Cancelled on Arrival,A Shift,Fargo Station 5,
1709 1 AVE N,09/13/2017 12:10:37,TRUCK1,09/13/2017 12:24:38,09/13/2017 12:13:24,09/13/2017 12:13:42,09/13/2017 12:16:44,"EMS call, excluding vehicle acci",A Shift,Fargo Station 4,
1709 1 AVE N,09/13/2017 12:10:37,801,09/13/2017 12:13:06,09/13/2017 12:12:15,,09/13/2017 12:16:44,"EMS call, excluding vehicle acci",A Shift,Fargo Station 4,
614 16 ST S,09/13/2017 12:18:10,BATT1,09/13/2017 12:27:30,09/13/2017 12:19:08,09/13/2017 12:20:23,09/13/2017 12:23:29,No incident found on arrival at,A Shift,Fargo Station 4,
614 16 ST S,09/13/2017 12:18:10,805,09/13/2017 12:25:27,09/13/2017 12:19:08,09/13/2017 12:19:51,09/13/2017 12:23:29,No incident found on arrival at,A Shift,Fargo Station 4,
614 16 ST S,09/13/2017 12:18:10,803,09/13/2017 12:25:28,09/13/2017 12:19:08,09/13/2017 12:19:53,09/13/2017 12:23:29,No incident found on arrival at,A Shift,Fargo Station 4,
614 16 ST S,09/13/2017 12:18:10,802,09/13/2017 12:25:05,09/13/2017 12:19:08,09/13/2017 12:20:03,09/13/2017 12:23:29,No incident found on arrival at,A Shift,Fargo Station 4,
614 16 ST S,09/13/2017 12:18:10,801,09/13/2017 12:27:54,09/13/2017 12:19:08,09/13/2017 12:20:07,09/13/2017 12:23:29,No incident found on arrival at,A Shift,Fargo Station 4,
608 3 ST N,09/13/2017 12:26:13,802,09/13/2017 12:28:28,09/13/2017 12:27:50,09/13/2017 12:28:20,09/13/2017 12:33:08,EMS Cancelled on Arrival,A Shift,Fargo Station 1,
608 3 ST N,09/13/2017 12:26:13,801,09/13/2017 12:35:07,09/13/2017 12:30:38,09/13/2017 12:30:51,09/13/2017 12:33:08,EMS Cancelled on Arrival,A Shift,Fargo Station 1,
3200 42 ST S,09/13/2017 12:32:42,BATT2,09/13/2017 12:55:20,09/13/2017 12:34:43,09/13/2017 12:35:31,09/13/2017 12:39:34,Motor vehicle accident with inju,A Shift,Fargo Station 7,
3200 42 ST S,09/13/2017 12:32:42,TRUCK1,09/13/2017 12:40:40,09/13/2017 12:34:43,09/13/2017 12:35:21,09/13/2017 12:39:34,Motor vehicle accident with inju,A Shift,Fargo Station 7,
3200 42 ST S,09/13/2017 12:32:42,807,09/13/2017 12:55:50,09/13/2017 12:34:43,09/13/2017 12:35:34,09/13/2017 12:39:34,Motor vehicle accident with inju,A Shift,Fargo Station 7,
3200 42 ST S,09/13/2017 12:32:42,802,09/13/2017 12:40:34,09/13/2017 12:34:43,09/13/2017 12:35:08,09/13/2017 12:39:34,Motor vehicle accident with inju,A Shift,Fargo Station 7,
1106 COLLEGE ST N,09/13/2017 14:00:21,BATT1,09/13/2017 14:52:48,09/13/2017 14:01:33,09/13/2017 14:02:38,09/13/2017 14:05:46,Building fire,A Shift,Fargo Station 1,
1106 COLLEGE ST N,09/13/2017 14:00:21,TRUCK1,09/13/2017 14:27:37,09/13/2017 14:01:33,09/13/2017 14:02:21,09/13/2017 14:05:46,Building fire,A Shift,Fargo Station 1,
1106 COLLEGE ST N,09/13/2017 14:00:21,806,09/13/2017 14:13:15,09/13/2017 14:01:33,09/13/2017 14:02:38,09/13/2017 14:05:46,Building fire,A Shift,Fargo Station 1,
1106 COLLEGE ST N,09/13/2017 14:00:21,805,09/13/2017 14:13:15,09/13/2017 14:01:33,09/13/2017 14:02:18,09/13/2017 14:05:46,Building fire,A Shift,Fargo Station 1,
1106 COLLEGE ST N,09/13/2017 14:00:21,803,09/13/2017 14:56:32,09/13/2017 14:01:33,09/13/2017 14:02:31,09/13/2017 14:05:46,Building fire,A Shift,Fargo Station 1,
1106 COLLEGE ST N,09/13/2017 14:00:21,801,09/13/2017 14:56:17,09/13/2017 14:01:33,09/13/2017 14:02:18,09/13/2017 14:05:46,Building fire,A Shift,Fargo Station 1,
409 4 ST N,09/13/2017 15:53:40,801,09/13/2017 16:09:09,09/13/2017 15:57:07,09/13/2017 15:57:48,09/13/2017 16:02:11,"Medical assist, assist EMS crew",A Shift,Fargo Station 1,
4255 30 AVE S,09/13/2017 16:01:21,BATT2,09/13/2017 16:08:22,09/13/2017 16:02:49,09/13/2017 16:03:24,09/13/2017 16:07:50,"Alarm system activation, no fire",A Shift,Fargo Station 7,
4255 30 AVE S,09/13/2017 16:01:21,TRUCK2,09/13/2017 16:08:21,09/13/2017 16:03:52,09/13/2017 16:05:16,09/13/2017 16:07:50,"Alarm system activation, no fire",A Shift,Fargo Station 7,
4255 30 AVE S,09/13/2017 16:01:21,TRUCK1,09/13/2017 16:03:52,09/13/2017 16:02:49,,09/13/2017 16:07:50,"Alarm system activation, no fire",A Shift,Fargo Station 7,
4255 30 AVE S,09/13/2017 16:01:21,807,09/13/2017 16:10:17,09/13/2017 16:02:49,09/13/2017 16:03:39,09/13/2017 16:07:50,"Alarm system activation, no fire",A Shift,Fargo Station 7,
4255 30 AVE S,09/13/2017 16:01:21,806,09/13/2017 16:09:50,09/13/2017 16:02:49,09/13/2017 16:03:10,09/13/2017 16:07:50,"Alarm system activation, no fire",A Shift,Fargo Station 7,
4255 30 AVE S,09/13/2017 16:01:21,805,09/13/2017 16:08:21,09/13/2017 16:02:49,09/13/2017 16:03:30,09/13/2017 16:07:50,"Alarm system activation, no fire",A Shift,Fargo Station 7,
4255 30 AVE S,09/13/2017 16:01:21,802,09/13/2017 16:08:07,09/13/2017 16:02:49,09/13/2017 16:03:41,09/13/2017 16:07:50,"Alarm system activation, no fire",A Shift,Fargo Station 7,
 9 AVE N /  COLLEGE ST N,09/13/2017 16:44:41,801,09/13/2017 16:54:26,09/13/2017 16:46:22,09/13/2017 16:47:07,09/13/2017 16:51:33,No incident found on arrival at,A Shift,Fargo Station 1,
1020 1 AVE N,09/13/2017 17:07:53,801,09/13/2017 17:19:33,09/13/2017 17:08:20,09/13/2017 17:08:21,09/13/2017 17:08:22,Police matter,A Shift,Fargo Station 1,
828 51 ST S,09/13/2017 17:32:59,805,09/13/2017 17:47:30,09/13/2017 17:35:54,09/13/2017 17:36:32,09/13/2017 17:40:24,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
4101 13 AVE S,09/13/2017 17:47:08,805,09/13/2017 17:59:00,09/13/2017 17:48:22,09/13/2017 17:48:44,09/13/2017 17:51:29,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
2551 VILLA DR S,09/13/2017 18:53:38,BATT1,09/13/2017 19:07:36,09/13/2017 18:54:30,09/13/2017 18:55:30,09/13/2017 19:02:52,"Alarm system activation, no fire",A Shift,Fargo Station 4,
2551 VILLA DR S,09/13/2017 18:53:38,TRUCK1,09/13/2017 19:07:44,09/13/2017 18:54:30,09/13/2017 18:56:08,09/13/2017 19:02:52,"Alarm system activation, no fire",A Shift,Fargo Station 4,
2551 VILLA DR S,09/13/2017 18:53:38,805,09/13/2017 19:07:35,09/13/2017 18:54:30,09/13/2017 18:55:23,09/13/2017 19:02:52,"Alarm system activation, no fire",A Shift,Fargo Station 4,
2551 VILLA DR S,09/13/2017 18:53:38,804,09/13/2017 19:14:40,09/13/2017 18:54:30,09/13/2017 18:55:47,09/13/2017 19:02:52,"Alarm system activation, no fire",A Shift,Fargo Station 4,
2551 VILLA DR S,09/13/2017 18:53:38,802,09/13/2017 19:07:32,09/13/2017 18:54:30,09/13/2017 18:55:27,09/13/2017 19:02:52,"Alarm system activation, no fire",A Shift,Fargo Station 4,
2551 VILLA DR S,09/13/2017 18:53:38,801,09/13/2017 19:02:13,09/13/2017 18:54:30,09/13/2017 18:55:21,09/13/2017 19:02:52,"Alarm system activation, no fire",A Shift,Fargo Station 4,
1606 MAIN AVE,09/13/2017 18:59:47,806,09/13/2017 19:02:08,09/13/2017 19:01:30,,09/13/2017 19:06:34,"EMS call, excluding vehicle acci",A Shift,Fargo Station 4,
1606 MAIN AVE,09/13/2017 18:59:47,801,09/13/2017 19:13:25,09/13/2017 19:02:18,09/13/2017 19:02:28,09/13/2017 19:06:34,"EMS call, excluding vehicle acci",A Shift,Fargo Station 4,
424 BROADWAY N,09/13/2017 19:21:53,801,09/13/2017 19:35:24,09/13/2017 19:22:06,09/13/2017 19:23:05,09/13/2017 19:25:07,"EMS call, excluding vehicle acci",A Shift,Fargo Station 1,
1220 36 ST S,09/13/2017 19:24:34,805,09/13/2017 19:41:07,09/13/2017 19:25:48,09/13/2017 19:26:37,09/13/2017 19:28:46,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
4101 17 AVE S,09/13/2017 19:30:34,BATT2,09/13/2017 19:40:01,09/13/2017 19:31:44,09/13/2017 19:32:36,09/13/2017 19:38:31,EMS Cancelled on Arrival,A Shift,Fargo Station 5,
4101 17 AVE S,09/13/2017 19:30:34,TRUCK1,09/13/2017 19:37:01,09/13/2017 19:31:44,09/13/2017 19:32:47,09/13/2017 19:38:31,EMS Cancelled on Arrival,A Shift,Fargo Station 5,
4101 17 AVE S,09/13/2017 19:30:34,806,09/13/2017 19:36:57,09/13/2017 19:31:44,09/13/2017 19:32:57,09/13/2017 19:38:31,EMS Cancelled on Arrival,A Shift,Fargo Station 5,
4101 17 AVE S,09/13/2017 19:30:34,804,09/13/2017 19:37:07,09/13/2017 19:31:44,09/13/2017 19:32:43,09/13/2017 19:38:31,EMS Cancelled on Arrival,A Shift,Fargo Station 5,
210 35 AVE N,09/13/2017 19:49:07,803,09/13/2017 20:05:06,09/13/2017 19:50:13,09/13/2017 19:51:00,09/13/2017 19:55:25,"Medical assist, assist EMS crew",A Shift,Fargo Station 3,
566 42 ST S,09/13/2017 20:30:44,805,09/13/2017 20:45:26,09/13/2017 20:32:47,09/13/2017 20:33:34,09/13/2017 20:35:00,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
1213 NORTHERN PACIFIC AVE N,09/13/2017 20:31:17,801,09/13/2017 20:49:18,09/13/2017 20:32:17,09/13/2017 20:33:00,09/13/2017 20:33:29,No incident found on arrival at,A Shift,Fargo Station 1,
670 4 AVE N,09/13/2017 21:42:26,BATT1,09/13/2017 21:44:54,09/13/2017 21:42:48,09/13/2017 21:44:16,09/13/2017 21:47:57,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
670 4 AVE N,09/13/2017 21:42:26,TRUCK1,09/13/2017 21:45:01,09/13/2017 21:42:48,,09/13/2017 21:47:57,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
670 4 AVE N,09/13/2017 21:42:26,805,09/13/2017 21:44:50,09/13/2017 21:42:48,09/13/2017 21:43:41,09/13/2017 21:47:57,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
670 4 AVE N,09/13/2017 21:42:26,804,09/13/2017 21:45:03,09/13/2017 21:42:48,09/13/2017 21:43:55,09/13/2017 21:47:57,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
670 4 AVE N,09/13/2017 21:42:26,803,09/13/2017 21:45:05,09/13/2017 21:42:48,09/13/2017 21:43:47,09/13/2017 21:47:57,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
670 4 AVE N,09/13/2017 21:42:26,801,09/13/2017 22:16:44,09/13/2017 21:42:48,09/13/2017 21:43:47,09/13/2017 21:47:57,"Smoke detector activation, no fi",A Shift,Fargo Station 1,
 40 ST S /  20 AVE S,09/13/2017 23:14:47,BATT2,09/13/2017 23:24:32,09/13/2017 23:17:44,09/13/2017 23:18:52,09/13/2017 23:22:12,Motor vehicle accident with no i,A Shift,Fargo Station 5,
 40 ST S /  20 AVE S,09/13/2017 23:14:47,TRUCK2,09/13/2017 23:24:15,09/13/2017 23:17:44,09/13/2017 23:18:50,09/13/2017 23:22:12,Motor vehicle accident with no i,A Shift,Fargo Station 5,
 40 ST S /  20 AVE S,09/13/2017 23:14:47,807,09/13/2017 23:24:04,09/13/2017 23:17:44,09/13/2017 23:18:37,09/13/2017 23:22:12,Motor vehicle accident with no i,A Shift,Fargo Station 5,
 40 ST S /  20 AVE S,09/13/2017 23:14:47,805,09/14/2017 00:21:11,09/13/2017 23:17:44,09/13/2017 23:18:32,09/13/2017 23:22:12,Motor vehicle accident with no i,A Shift,Fargo Station 5,
707 COUNTRYSIDE TRAILER CT S,09/13/2017 23:29:01,804,09/13/2017 23:48:47,09/13/2017 23:32:24,09/13/2017 23:34:10,09/13/2017 23:37:32,"EMS call, excluding vehicle acci",A Shift,Fargo Station 4,
1519 1 AVE S,09/13/2017 23:51:13,804,09/13/2017 23:54:35,09/13/2017 23:52:13,09/13/2017 23:52:25,,Emergency Medical cancelled en r,A Shift,Fargo Station 4,
510 4 ST S,09/14/2017 03:41:14,801,09/14/2017 03:49:23,09/14/2017 03:41:45,09/14/2017 03:43:14,09/14/2017 03:48:23,EMS Cancelled on Arrival,A Shift,Fargo Station 1,
522 42 ST S,09/14/2017 03:54:50,805,09/14/2017 04:06:48,09/14/2017 03:55:18,09/14/2017 03:56:29,09/14/2017 03:58:35,"EMS call, excluding vehicle acci",A Shift,Fargo Station 5,
1800 DAKOTA DR N,09/14/2017 07:34:32,801,09/14/2017 07:51:44,09/14/2017 07:34:50,09/14/2017 07:34:50,09/14/2017 07:44:47,Motor vehicle accident with no i,C Shift,Fargo Station 1,
730 ELM ST N,09/14/2017 07:42:38,803,09/14/2017 08:04:53,09/14/2017 07:43:43,09/14/2017 07:45:16,09/14/2017 07:53:57,Assist invalid,C Shift,Fargo Station 1,
707 COUNTRYSIDE TRAILER CT S,09/14/2017 08:25:08,804,09/14/2017 08:46:00,09/14/2017 08:26:55,09/14/2017 08:27:59,09/14/2017 08:30:46,"EMS call, excluding vehicle acci",C Shift,Fargo Station 4,
4255 30 AVE S,09/14/2017 08:47:17,BATT2,09/14/2017 08:54:12,09/14/2017 08:48:39,09/14/2017 08:49:46,09/14/2017 08:53:12,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
4255 30 AVE S,09/14/2017 08:47:17,TRUCK2,09/14/2017 08:54:10,09/14/2017 08:48:39,09/14/2017 08:49:38,09/14/2017 08:53:12,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
4255 30 AVE S,09/14/2017 08:47:17,807,09/14/2017 08:54:30,09/14/2017 08:48:39,09/14/2017 08:49:36,09/14/2017 08:53:12,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
4255 30 AVE S,09/14/2017 08:47:17,805,09/14/2017 08:54:04,09/14/2017 08:48:39,09/14/2017 08:49:34,09/14/2017 08:53:12,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
4255 30 AVE S,09/14/2017 08:47:17,804,09/14/2017 08:54:05,09/14/2017 08:48:39,09/14/2017 08:49:09,09/14/2017 08:53:12,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
4255 30 AVE S,09/14/2017 08:47:17,802,09/14/2017 08:54:06,09/14/2017 08:48:39,09/14/2017 08:49:41,09/14/2017 08:53:12,"Smoke detector activation, no fi",C Shift,Fargo Station 7,
2401 41 ST S,09/14/2017 09:14:40,802,09/14/2017 09:26:54,09/14/2017 09:15:35,09/14/2017 09:16:08,09/14/2017 09:21:43,"Medical assist, assist EMS crew",C Shift,Fargo Station 5,
 32 ST S /  32 AVE S,09/14/2017 09:57:21,802,09/14/2017 10:22:11,09/14/2017 10:01:33,09/14/2017 10:01:42,,"Vehicle accident, general cleanu",C Shift,Fargo Station 2,
 3 ST N /  4 AVE N,09/14/2017 11:26:46,BATT2,09/14/2017 11:35:50,09/14/2017 11:28:16,09/14/2017 11:29:12,09/14/2017 11:39:14,Gas leak (natural gas or LPG),C Shift,Fargo Station 1,
 3 ST N /  4 AVE N,09/14/2017 11:26:46,TRUCK1,09/14/2017 11:35:47,09/14/2017 11:28:16,09/14/2017 11:29:24,09/14/2017 11:39:14,Gas leak (natural gas or LPG),C Shift,Fargo Station 1,
 3 ST N /  4 AVE N,09/14/2017 11:26:46,805,09/14/2017 11:35:46,09/14/2017 11:28:16,09/14/2017 11:29:42,09/14/2017 11:39:14,Gas leak (natural gas or LPG),C Shift,Fargo Station 1,
 3 ST N /  4 AVE N,09/14/2017 11:26:46,804,09/14/2017 11:35:49,09/14/2017 11:28:16,09/14/2017 11:29:11,09/14/2017 11:39:14,Gas leak (natural gas or LPG),C Shift,Fargo Station 1,
 3 ST N /  4 AVE N,09/14/2017 11:26:46,803,09/14/2017 11:40:29,09/14/2017 11:28:16,09/14/2017 11:29:37,09/14/2017 11:39:14,Gas leak (natural gas or LPG),C Shift,Fargo Station 1,
 3 ST N /  4 AVE N,09/14/2017 11:26:46,801,09/14/2017 11:39:17,09/14/2017 11:28:16,09/14/2017 11:29:50,09/14/2017 11:39:14,Gas leak (natural gas or LPG),C Shift,Fargo Station 1,
1650 45 ST S,09/14/2017 13:10:05,805,09/14/2017 13:24:54,09/14/2017 13:13:30,09/14/2017 13:14:31,09/14/2017 13:18:51,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
2113 31 AVE S,09/14/2017 13:24:31,802,09/14/2017 13:51:24,09/14/2017 13:29:42,09/14/2017 13:30:13,,"EMS call, excluding vehicle acci",C Shift,Fargo Station 2,
1519 1 AVE S,09/14/2017 13:50:04,804,09/14/2017 14:07:11,09/14/2017 13:52:08,09/14/2017 13:52:50,09/14/2017 13:56:14,"EMS call, excluding vehicle acci",C Shift,Fargo Station 4,
1515 19 AVE N,09/14/2017 13:57:57,803,09/14/2017 14:08:53,09/14/2017 13:59:22,09/14/2017 14:00:11,09/14/2017 14:02:33,"EMS call, excluding vehicle acci",C Shift,Fargo Station 3,
 1 AVE N /  8 ST N,09/14/2017 14:14:17,801,09/14/2017 14:26:34,09/14/2017 14:16:00,09/14/2017 14:17:15,09/14/2017 14:18:36,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
4313 9 AVE S,09/14/2017 14:38:56,BATT1,09/14/2017 14:45:13,09/14/2017 14:40:36,09/14/2017 14:41:44,09/14/2017 14:45:59,"Alarm system activation, no fire",C Shift,Fargo Station 5,
4313 9 AVE S,09/14/2017 14:38:56,TRUCK1,09/14/2017 14:45:09,09/14/2017 14:40:36,09/14/2017 14:42:25,09/14/2017 14:45:59,"Alarm system activation, no fire",C Shift,Fargo Station 5,
4313 9 AVE S,09/14/2017 14:38:56,807,09/14/2017 14:44:39,09/14/2017 14:40:36,09/14/2017 14:41:38,09/14/2017 14:45:59,"Alarm system activation, no fire",C Shift,Fargo Station 5,
4313 9 AVE S,09/14/2017 14:38:56,805,09/14/2017 14:53:42,09/14/2017 14:40:36,09/14/2017 14:41:14,09/14/2017 14:45:59,"Alarm system activation, no fire",C Shift,Fargo Station 5,
4313 9 AVE S,09/14/2017 14:38:56,804,09/14/2017 14:44:25,09/14/2017 14:40:36,09/14/2017 14:41:28,09/14/2017 14:45:59,"Alarm system activation, no fire",C Shift,Fargo Station 5,
4313 9 AVE S,09/14/2017 14:38:56,801,09/14/2017 14:44:24,09/14/2017 14:40:36,09/14/2017 14:41:20,09/14/2017 14:45:59,"Alarm system activation, no fire",C Shift,Fargo Station 5,
414 11 ST N,09/14/2017 15:08:08,801,09/14/2017 15:30:54,09/14/2017 15:10:33,09/14/2017 15:11:40,09/14/2017 15:14:51,"EMS call, excluding vehicle acci",C Shift,Fargo Station 1,
123 ROBERTS ST N,09/14/2017 15:25:10,804,09/14/2017 15:30:47,09/14/2017 15:29:47,09/14/2017 15:30:24,09/14/2017 15:34:15,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
123 ROBERTS ST N,09/14/2017 15:25:10,801,09/14/2017 15:48:41,09/14/2017 15:31:01,09/14/2017 15:31:02,09/14/2017 15:34:15,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
123 15 ST N,09/14/2017 16:14:27,801,09/14/2017 16:28:18,09/14/2017 16:15:59,09/14/2017 16:16:38,09/14/2017 16:19:34,"Medical assist, assist EMS crew",C Shift,Fargo Station 1,
406 MAIN AVE,09/14/2017 16:30:50,BATT1,09/14/2017 16:46:43,09/14/2017 16:31:30,09/14/2017 16:32:59,09/14/2017 16:35:32,"Alarm system activation, no fire",C Shift,Fargo Station 1,
406 MAIN AVE,09/14/2017 16:30:50,TRUCK1,09/14/2017 16:46:14,09/14/2017 16:31:30,09/14/2017 16:32:49,09/14/2017 16:35:32,"Alarm system activation, no fire",C Shift,Fargo Station 1,
406 MAIN AVE,09/14/2017 16:30:50,805,09/14/2017 16:46:12,09/14/2017 16:31:30,09/14/2017 16:32:19,09/14/2017 16:35:32,"Alarm system activation, no fire",C Shift,Fargo Station 1,
406 MAIN AVE,09/14/2017 16:30:50,804,09/14/2017 16:48:41,09/14/2017 16:31:30,09/14/2017 16:32:24,09/14/2017 16:35:32,"Alarm system activation, no fire",C Shift,Fargo Station 1,
406 MAIN AVE,09/14/2017 16:30:50,803,09/14/2017 16:47:16,09/14/2017 16:31:30,09/14/2017 16:32:47,09/14/2017 16:35:32,"Alarm system activation, no fire",C Shift,Fargo Station 1,
406 MAIN AVE,09/14/2017 16:30:50,801,09/14/2017 17:20:11,09/14/2017 16:31:30,09/14/2017 16:32:41,09/14/2017 16:35:32,"Alarm system activation, no fire",C Shift,Fargo Station 1,
1431 35 ST S,09/14/2017 16:59:12,805,09/14/2017 17:19:59,09/14/2017 17:01:24,09/14/2017 17:02:23,09/14/2017 17:11:31,"EMS call, excluding vehicle acci",C Shift,Fargo Station 5,
3550 42 ST S,09/14/2017 17:07:11,807,09/14/2017 17:34:46,09/14/2017 17:09:16,09/14/2017 17:09:55,09/14/2017 17:12:46,"EMS call, excluding vehicle acci",C Shift,Fargo Station 7,
908 4 ST S,09/14/2017 19:24:26,801,09/14/2017 19:37:50,09/14/2017 19:26:10,09/14/2017 19:26:58,09/14/2017 19:31:41,Citizen complaint,C Shift,Fargo Station 1,
3522 2 ST N,09/14/2017 19:31:50,803,09/14/2017 19:58:16,09/14/2017 19:33:15,09/14/2017 19:34:10,09/14/2017 19:38:24,"EMS call, excluding vehicle acci",C Shift,Fargo Station 3,
5301 27 ST S,09/14/2017 22:38:37,802,09/14/2017 23:00:54,09/14/2017 22:40:02,09/14/2017 22:41:17,09/14/2017 22:45:42,"EMS call, excluding vehicle acci",C Shift,Fargo Station 8,
101 2 ST S,09/14/2017 22:56:34,801,09/14/2017 23:10:51,09/14/2017 22:57:25,09/14/2017 22:58:43,09/14/2017 23:02:43,"Malicious, mischievous false cal",C Shift,Fargo Station 1,
